reviewId,content,score
fb84e0ff-1791-417a-977f-115b6c3d8fee,This app lacks anything worth while I would like a refund it lacks anything worth while,1
78970e15-6d89-4fe1-9714-6d66469f3884,"TO THE MAKER'S OF THE APP; I canceled my trial BEFORE the subscription period started, but yet I was still charged, and I have reached out thru email, but it keeps coming back saying it can't send bcus there is a problem ŵ the recipients inbox. I would REALLY like & appreciate a refund pls n thx. Also I have tried to reach out to you guys through the website, but it says bcus I purchased it through Google. I have to do it a different way but i'm not able to find any other way to request a refund",1
ce5354c7-c3cf-41d9-8f5a-b7dec9b02b07,Need something to ease .y mind yet stimulate it too. Like the diversity and idea behind this app. I only hope it's not all payment required.,5
7f131033-91ac-4514-84be-71d42c24efd8,"Too expensive for what it is. Only a week trial. I am a licensed Psych NP and I could never recommend such an overpriced app for my patients. There are better alternatives, don't believe the hype.",1
60bfceb8-9571-46e3-86b0-1d8be8e1b8dd,I don't like that you have to pay monthly so I deleted the app,1
0b68e922-e88c-4aa9-9f25-5c2d4d02e47e,"Just experienced a great meditation. Years ago, I meditated daily. I got away from it somehow but now I find myself wanting to get back into a daily practice.",5
2c4beb61-c2b1-498d-a144-d5532da67901,I didn't know there was a cost to Calm. it didn't say anywhere! I tried to cancel app but would not!,1
8c51e9d6-9b88-40ac-b5b6-2b3ad18710b7,awesome app,5
7c820d92-8a4a-4138-b3c0-0f667c090cb4,Outstanding...along with the my Panda Drum and Prayer Books starts my day in a positive way and ending my day with meditation helps me sleep more soundly.,5
a8ef2662-6824-4d32-b9d1-32dfc64bf899,Has some good content but far too much is people talking. Can't seem to easily find something non verbal relaxing or calming when desired,3
da5dbfc0-2f33-40c3-bd42-efc5d5eaa48a,no good,1
6b75e2ce-5ce2-4b73-8421-8d42bdf42fe5,I don't have a review yet. Ive not used it yet . Thank you,5
305a3eee-9d39-42df-90d4-8497ca35586e,"I fell asleep listening to Matthew McConaughey, didn't hear the entire story",5
b71691f1-1292-4495-a5bb-592fb3e85a3b,"I have a lifetime subscription to this and I'm still uninstalling it. Classic enshittification in action. Even in premium it is pushing notifications, upsells, referrals, gamification. With all this turned off I am still given ongoing banners trying to get me to refer people. The app is now focused entirely on profit. Gone.",1
dbf4a3cd-06ef-4fff-8532-248263d095ad,this app is the best and it helps me sleep,5
bcd14cb8-1b75-4f05-94e5-8897f9931262,"While the app is great, who can pay $25 a month for an app that produces sounds!!!",3
44e90f7a-7bc5-4d2c-bfa2-a583d65ff1ae,"Calm is an excellent app to relax your mind, and it also helps you learn how to control yourself, this is an excellent app for learning.",5
5d9be961-8442-4c94-8aae-7fa46b396053,Calm is the best app I've ever used! It really works! I have slept 2 nights in a row!,5
b40d8c5d-1ae0-4c3b-9e78-671c61b6e832,this helped me get centered,5
06b9f510-479a-4a22-ad14-94c1d0c147b8,Said it's free it's not,1
51c3c3cb-e607-494c-ad63-91fe1954df44,"Don't purchase this app, no way of cancelling",1
a51248ac-da22-42d8-ad08-ab1ce9a9c2dc,Requires a subscription,1
7d8aa2f6-75b4-45a9-a1fe-c8afe0734b70,"Reduced from five stars because they've destroyed the app with incredibly annoying attempts to gamify it's usage. I don't want ""streaks"", I don't want viral loops, I want an app that doesn't freeze, crash or bamboozle with innane pop ups pushing specific usage patterns. They have spent all their time making an app called ""Calm"" utterly stressful to use.",1
be6905d9-ebf3-4e13-a69d-ce211b3f09cb,Great app,5
dead082c-3b4f-4333-9251-7bc38e8b5d8c,love this app. and goes wherever I to relax or peacefully fall to sleep!!!,5
ef8c2135-0098-4a4d-9b9c-911ba5d67112,Loved this app until they started charging for for it. 12.99 a month is a bit much. Listen 3 times and then it locks.,2
325db6ac-0a13-4b22-b13f-f6cb8ac4a9c1,God is good and love ❤️ 😍 💖 ❣️ 💕 💘,5
68f0f28b-7a61-481a-bab5-d89ae5ae329c,useless free version. you only unlock the features if you purchase the plan and it's expensive. free version gives you 3 programs to listen to. uninstall after i realized this.,1
74795cfb-3769-4114-a27e-d7f6ae69be14,I love to calm myself because a lots of people stress me out a lot everytime I don't like.,5
0c2a1235-3ba4-4eba-961e-3e37b7bdc09d,"Looked like a trial , apparently, I already used up the trial ? And now I paid for an entire year",1
71ab4980-f38a-42c1-a352-23fa2e5c3e12,good stuff!,5
1b2a984e-496a-4455-9eb9-26de6e93118f,"It's been almost 2 years that i subscribed to Calm, and I absolutely love it. However I am dissapointed about the app lately, as it has failed to log my meditation many times and I lost my streak because of that... Also before the app always asked about mood log now it only asks at certain meditations or just randomly or not at all. What happened? 2 years ago the app fuctionality was much better. Please do something, because these are important features! I hope this finds the right person🙏🏻",3
67201d43-6a40-40a7-aeee-8af9afedada7,Helpful to start my day with Jay Shetty. Helped you shift my focus and really see emotions for what they are.,5
c0c49eb7-64ae-4844-bed3-c0a014c3eead,Full of ads. I'm trying to reduce my anxiety and become calm but the amount of popups you have to go through to get to the functionality you are looking for is rage inducing which goes against the whole purpose of this app ironically. And then what you do offer is basic stuff that other app have and do better like ambience sounds.,1
d02e6c4e-558e-4c62-a042-3fcb73a0038f,I have used the app on and off for a while. The offering was ok for the money but nothing special. Today I received an email stating that my subscription renewal would go up by 25% next month. that's not an increase inline witht anythng I'm a ware of. Subscription has been cancelled and have downloaded an alternative app.,1
aa0c3d52-ba86-46bd-b9e6-51360868edbd,scammers!!! 💯 percent,1
5cba736e-35b7-41af-aba7-bccbefcae2c8,You need to pay every month to use the stuff in it.,1
41832c5e-7004-4550-8330-479a6ea92afd,this app is not free although it advertises itself as free and this is fraud,1
ce482117-9254-438e-9e71-d2c8cce6a166,Requires a paid membership.,1
fab59cc6-f09f-4bcd-aa5c-e390afd9fe58,Fall asleep so soundly! love this,5
d25e4d83-efab-46b1-99a9-1d3ef0890f8b,Awesome!,5
12456b0e-d105-4f22-8ae6-aac3ac2af776,"Have been loving the app for a while now. However, the last update broke it. Now it cycles through sounds instead of sticking to the one I select for sleep. The change often wakes me up defeating the purpose of the app.",3
fc0d1253-5535-43ff-b601-cd117384046e,excellent I'm always recommending it to friends colleagues . I use it costly for insomnia but also anxiety,5
51b22cc9-c989-4c26-8d77-0327deda83c1,Cannot cancel subscription to Calm,2
